,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
3695,Female,0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,10
3696,Male,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,13
3697,Male,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,12
3698,Female,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10
3699,Male,0.65,0.525,0.19,1.3685,0.5975,0.296,0.4,11
3700,Female,0.66,0.53,0.17,1.431,0.622,0.309,0.398,10
3701,Male,0.66,0.51,0.18,1.261,0.5,0.2335,0.339,10
3702,Female,0.665,0.54,0.195,1.764,0.8505,0.3615,0.47,11
3703,Female,0.67,0.51,0.155,1.278,0.5605,0.3045,0.358,11
3704,Male,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11
3705,Female,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,9
3706,Female,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,11
3707,Male,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11
3708,Female,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,9
3709,Male,0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10
3710,Male,0.685,0.535,0.175,1.432,0.637,0.247,0.46,11
3711,Male,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462,11
3712,Female,0.705,0.53,0.17,1.564,0.612,0.394,0.44,10
3713,Male,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,11
3714,Female,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11
3715,Male,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11
3716,Infant,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,5
3717,Infant,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255,7
3718,Infant,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7
3719,Infant,0.38,0.28,0.095,0.2885,0.165,0.0435,0.067,7
3720,Female,0.38,0.32,0.115,0.6475,0.323,0.1325,0.164,7
3721,Male,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9
3722,Infant,0.465,0.36,0.105,0.452,0.22,0.159,0.1035,9
3723,Infant,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,9
3724,Female,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7
3725,Male,0.495,0.375,0.155,0.976,0.45,0.2285,0.2475,9
3726,Infant,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,8
3727,Male,0.505,0.4,0.15,0.775,0.3445,0.157,0.185,7
3728,Infant,0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,10
3729,Male,0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9
3730,Male,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146,9
3731,Female,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9
3732,Female,0.575,0.42,0.19,1.764,0.914,0.377,0.4095,10
3733,Male,0.605,0.455,0.16,1.1215,0.533,0.273,0.271,10
3734,Male,0.615,0.505,0.165,1.167,0.4895,0.2955,0.345,10
3735,Male,0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9
3736,Male,0.625,0.48,0.18,1.223,0.565,0.2975,0.3375,10
3737,Male,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,9
3738,Female,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9
3739,Female,0.65,0.525,0.165,1.238,0.647,0.2485,0.3005,9
3740,Female,0.65,0.5,0.17,1.4045,0.694,0.318,0.3235,11
3741,Female,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12
3742,Female,0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525,13
3743,Female,0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,12
3744,Infant,0.275,0.205,0.065,0.101,0.041,0.021,0.034,5
3745,Infant,0.285,0.205,0.07,0.106,0.039,0.0285,0.034,5
3746,Infant,0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,7
3747,Infant,0.385,0.29,0.1,0.2575,0.1,0.061,0.086,6
3748,Infant,0.4,0.315,0.1,0.3225,0.143,0.0735,0.091,6
3749,Infant,0.43,0.33,0.095,0.32,0.118,0.065,0.123,7
3750,Infant,0.435,0.375,0.11,0.4155,0.17,0.076,0.145,8
3751,Infant,0.45,0.335,0.115,0.3935,0.195,0.071,0.11,7
3752,Infant,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8
3753,Infant,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8
3754,Infant,0.485,0.37,0.14,0.5065,0.2425,0.088,0.1465,8
3755,Infant,0.51,0.395,0.105,0.5525,0.234,0.127,0.165,8
3756,Infant,0.515,0.39,0.12,0.565,0.235,0.135,0.179,9
3757,Infant,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,10
3758,Infant,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9
3759,Male,0.53,0.425,0.155,0.7905,0.307,0.171,0.2595,9
3760,Male,0.53,0.425,0.13,0.702,0.2975,0.1395,0.22,9
3761,Male,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,10
3762,Infant,0.53,0.395,0.115,0.475,0.2025,0.101,0.148,8
3763,Infant,0.53,0.41,0.15,0.612,0.2435,0.1525,0.1895,11
3764,Infant,0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10
3765,Infant,0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9
3766,Female,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,10
3767,Male,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,10
3768,Male,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,9
3769,Female,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9
3770,Infant,0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9
3771,Infant,0.575,0.45,0.145,0.795,0.364,0.1505,0.26,10
3772,Male,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9
3773,Female,0.575,0.46,0.15,0.927,0.333,0.207,0.2985,9
3774,Infant,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,9
3775,Male,0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445,8
3776,Female,0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875,13
3777,Male,0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265,9
3778,Infant,0.59,0.45,0.125,0.86,0.437,0.1515,0.245,9
3779,Male,0.595,0.48,0.185,1.1785,0.526,0.2975,0.314,10
3780,Male,0.615,0.48,0.185,1.2205,0.4985,0.315,0.33,10
3781,Male,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10
3782,Female,0.62,0.5,0.175,1.107,0.4895,0.24,0.343,11
3783,Infant,0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,12
3784,Male,0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11
3785,Male,0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9
3786,Male,0.625,0.5,0.185,1.2425,0.5995,0.248,0.335,10
3787,Male,0.63,0.49,0.16,1.09,0.407,0.224,0.354,12
3788,Female,0.63,0.475,0.15,1.072,0.433,0.2975,0.315,8
3789,Female,0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10
3790,Female,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,10
3791,Female,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11
3792,Female,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13
3793,Female,0.665,0.525,0.18,1.5785,0.678,0.229,0.456,14
3794,Male,0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,10
3795,Male,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,12
3796,Female,0.675,0.54,0.21,1.593,0.686,0.318,0.45,11
3797,Male,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13
3798,Female,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10
3799,Female,0.705,0.56,0.17,1.4575,0.607,0.318,0.44,11
3800,Male,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,12
3801,Infant,0.205,0.155,0.045,0.0495,0.0235,0.011,0.014,3
3802,Infant,0.305,0.23,0.075,0.1455,0.0595,0.0305,0.05,6
3803,Infant,0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7
3804,Infant,0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7
3805,Male,0.425,0.305,0.11,0.359,0.173,0.0875,0.0975,9
3806,Infant,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8
3807,Female,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8
3808,Male,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10
3809,Female,0.52,0.375,0.135,0.5375,0.221,0.117,0.17,8
3810,Infant,0.525,0.4,0.125,0.5655,0.2435,0.119,0.175,8
3811,Male,0.555,0.445,0.13,0.8625,0.4225,0.155,0.24,9
3812,Female,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,12
3813,Infant,0.35,0.26,0.095,0.221,0.0985,0.043,0.07,8
3814,Infant,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,6
3815,Infant,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8
3816,Male,0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8
3817,Male,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8
3818,Male,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,9
3819,Male,0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515,8
3820,Male,0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10
3821,Male,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305,10
3822,Female,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,9
3823,Female,0.615,0.455,0.135,1.059,0.4735,0.263,0.274,9
3824,Male,0.62,0.46,0.17,1.127,0.535,0.2635,0.296,7
3825,Male,0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945,11
3826,Female,0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,10
3827,Male,0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,11
3828,Male,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11
3829,Female,0.71,0.555,0.17,1.47,0.5375,0.38,0.431,12
3830,Male,0.5,0.385,0.12,0.6335,0.2305,0.125,0.235,14
3831,Female,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10
3832,Female,0.46,0.365,0.115,0.4485,0.165,0.083,0.17,14
3833,Male,0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11
3834,Male,0.335,0.26,0.075,0.22,0.0855,0.04,0.085,6
3835,Female,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,7
3836,Male,0.41,0.325,0.1,0.3555,0.146,0.072,0.105,9
3837,Infant,0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4
3838,Infant,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,8
3839,Male,0.52,0.425,0.125,0.79,0.372,0.205,0.19,8
3840,Female,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9
3841,Male,0.5,0.42,0.125,0.62,0.255,0.15,0.205,11
3842,Female,0.615,0.475,0.145,0.9525,0.3915,0.195,0.32,9
3843,Male,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16
3844,Male,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,14
3845,Male,0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11
3846,Infant,0.37,0.275,0.085,0.2045,0.096,0.056,0.08,6
3847,Male,0.445,0.37,0.125,0.515,0.2495,0.087,0.159,9
3848,Female,0.675,0.535,0.22,1.604,0.6175,0.4255,0.453,14
3849,Male,0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025,6
3850,Female,0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7
3851,Male,0.56,0.44,0.13,0.8255,0.2425,0.202,0.285,10
3852,Male,0.55,0.41,0.15,0.785,0.282,0.186,0.275,12
3853,Female,0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9
3854,Female,0.485,0.4,0.155,0.731,0.236,0.183,0.255,11
3855,Male,0.41,0.335,0.115,0.4405,0.19,0.085,0.135,8
3856,Infant,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9
3857,Male,0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16
3858,Female,0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12
3859,Female,0.57,0.44,0.19,1.018,0.447,0.207,0.265,9
3860,Female,0.55,0.465,0.15,1.082,0.3575,0.194,0.19,14
3861,Female,0.63,0.475,0.175,1.423,0.4155,0.3385,0.49,14
3862,Male,0.475,0.37,0.125,0.655,0.266,0.1725,0.185,10
3863,Female,0.655,0.5,0.18,1.4155,0.508,0.314,0.445,18
3864,Infant,0.32,0.235,0.065,0.1385,0.058,0.0225,0.05,5
3865,Male,0.525,0.395,0.165,0.782,0.285,0.1405,0.285,19
3866,Female,0.525,0.43,0.165,0.717,0.289,0.1745,0.195,10
3867,Female,0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15
3868,Female,0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135,8
3869,Female,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9
3870,Male,0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15
3871,Female,0.45,0.36,0.11,0.447,0.203,0.082,0.13,12
3872,Female,0.515,0.4,0.115,0.578,0.191,0.1445,0.17,9
3873,Infant,0.33,0.25,0.075,0.1405,0.056,0.035,0.05,5
3874,Female,0.525,0.41,0.15,0.708,0.274,0.151,0.25,12
3875,Male,0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9
3876,Male,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16
3877,Female,0.645,0.5,0.225,1.626,0.587,0.4055,0.41,15
3878,Male,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,10
3879,Female,0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295,15
3880,Infant,0.38,0.3,0.1,0.286,0.1305,0.056,0.09,7
3881,Female,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,10
3882,Female,0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15
3883,Male,0.54,0.425,0.12,0.817,0.2945,0.153,0.195,10
3884,Infant,0.29,0.225,0.075,0.152,0.071,0.059,0.045,9
3885,Infant,0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7
3886,Female,0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,7
3887,Female,0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
3888,Female,0.575,0.45,0.1,0.9315,0.431,0.222,0.235,12
3889,Male,0.62,0.5,0.2,1.221,0.4605,0.263,0.43,12
3890,Male,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,16
3891,Female,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12
3892,Female,0.5,0.4,0.15,0.8085,0.273,0.112,0.295,13
3893,Infant,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9
3894,Male,0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,12
3895,Female,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,13
3896,Male,0.76,0.575,0.19,1.829,0.7035,0.386,0.56,14
3897,Female,0.615,0.5,0.165,1.1765,0.488,0.244,0.345,17
3898,Female,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
3899,Infant,0.14,0.105,0.035,0.0145,0.005,0.0035,0.005,4
3900,Male,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085,15
3901,Female,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,12
3902,Infant,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,4
3903,Male,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16
3904,Male,0.575,0.47,0.165,0.853,0.292,0.179,0.35,16
3905,Male,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,6
3906,Male,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4
3907,Infant,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,13
3908,Infant,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9
3909,Female,0.455,0.375,0.125,0.458,0.1985,0.111,0.12,10
3910,Male,0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168,13
3911,Infant,0.355,0.27,0.1,0.216,0.083,0.037,0.075,10
3912,Infant,0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15
3913,Infant,0.54,0.4,0.145,0.757,0.315,0.181,0.215,11
3914,Infant,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19
3915,Infant,0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11
3916,Female,0.52,0.41,0.16,0.712,0.2845,0.153,0.225,10
3917,Infant,0.615,0.46,0.19,1.066,0.4335,0.226,0.33,13
3918,Female,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,18
3919,Infant,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11
3920,Male,0.295,0.23,0.085,0.125,0.042,0.0285,0.043,8
3921,Male,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10
3922,Infant,0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10
3923,Male,0.395,0.28,0.08,0.266,0.0995,0.066,0.09,12
3924,Female,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20
3925,Female,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8
3926,Infant,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14
3927,Infant,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12
3928,Infant,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10
3929,Female,0.65,0.515,0.215,1.498,0.564,0.323,0.425,16
3930,Female,0.67,0.535,0.185,1.597,0.6275,0.35,0.47,21
3931,Infant,0.55,0.44,0.165,0.8605,0.312,0.169,0.3,17
3932,Female,0.49,0.37,0.115,0.541,0.171,0.1175,0.185,11
3933,Infant,0.235,0.18,0.06,0.058,0.022,0.0145,0.018,6
3934,Infant,0.235,0.175,0.08,0.0645,0.0215,0.0175,0.0215,5
3935,Male,0.52,0.41,0.115,0.77,0.263,0.157,0.26,11
3936,Female,0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13
3937,Male,0.53,0.425,0.11,0.739,0.237,0.161,0.295,13
3938,Female,0.35,0.275,0.065,0.205,0.0745,0.0465,0.07,10
3939,Male,0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14
3940,Male,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11
3941,Female,0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15
3942,Female,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18,11
3943,Male,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14
3944,Male,0.55,0.44,0.16,0.991,0.348,0.168,0.375,20
3945,Infant,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6
3946,Male,0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25,13
3947,Male,0.475,0.365,0.14,0.6175,0.202,0.1445,0.19,16
3948,Female,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12
3949,Female,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,13
3950,Female,0.53,0.425,0.13,0.717,0.2115,0.166,0.255,13
3951,Female,0.465,0.39,0.11,0.6355,0.1815,0.157,0.225,13
3952,Infant,0.315,0.235,0.08,0.18,0.08,0.045,0.047,5
3953,Infant,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,8
3954,Male,0.485,0.385,0.105,0.556,0.296,0.104,0.133,7
3955,Infant,0.49,0.385,0.12,0.591,0.271,0.1125,0.1775,9
3956,Female,0.515,0.395,0.14,0.686,0.281,0.1255,0.22,12
3957,Female,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10
3958,Female,0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345,9
3959,Female,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11
3960,Male,0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11
3961,Male,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,10
3962,Female,0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,10
3963,Infant,0.27,0.205,0.075,0.118,0.059,0.031,0.0305,4
3964,Infant,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5
3965,Infant,0.295,0.22,0.07,0.1365,0.0575,0.0295,0.035,6
3966,Infant,0.295,0.22,0.065,0.1295,0.052,0.028,0.035,6
3967,Infant,0.315,0.23,0.07,0.164,0.0625,0.04,0.045,6
3968,Infant,0.375,0.29,0.095,0.2875,0.123,0.0605,0.08,6
3969,Infant,0.38,0.3,0.09,0.277,0.1655,0.0625,0.082,6
3970,Infant,0.385,0.285,0.09,0.248,0.0935,0.066,0.07,6
3971,Infant,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,6
3972,Male,0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8
3973,Infant,0.415,0.33,0.1,0.3905,0.1925,0.0755,0.1025,7
3974,Infant,0.42,0.32,0.115,0.409,0.2055,0.0935,0.105,8
3975,Infant,0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,6
3976,Infant,0.45,0.35,0.135,0.494,0.2205,0.0945,0.1405,7
3977,Infant,0.475,0.35,0.12,0.4905,0.2035,0.13,0.135,7
3978,Male,0.485,0.39,0.12,0.599,0.251,0.1345,0.169,8
3979,Male,0.495,0.375,0.115,0.6245,0.282,0.143,0.155,6
3980,Female,0.525,0.41,0.115,0.7745,0.416,0.163,0.18,7
3981,Male,0.565,0.455,0.15,0.9795,0.444,0.205,0.275,8
3982,Infant,0.58,0.435,0.15,0.8915,0.363,0.1925,0.2515,6
3983,Female,0.585,0.45,0.125,0.874,0.3545,0.2075,0.225,6
3984,Male,0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,10
3985,Male,0.63,0.48,0.185,1.21,0.53,0.2555,0.322,11
3986,Female,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,10
3987,Female,0.655,0.545,0.185,1.759,0.6865,0.313,0.547,11
3988,Male,0.665,0.515,0.165,1.3855,0.621,0.302,0.3445,8
3989,Female,0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055,11
3990,Male,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,10
3991,Male,0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725,9
3992,Male,0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,10
3993,Male,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12
3994,Infant,0.185,0.135,0.045,0.032,0.011,0.0065,0.01,4
3995,Infant,0.245,0.175,0.055,0.0785,0.04,0.018,0.02,5
3996,Infant,0.315,0.23,0.0,0.134,0.0575,0.0285,0.3505,6
3997,Infant,0.36,0.27,0.09,0.2075,0.098,0.039,0.062,6
3998,Infant,0.375,0.28,0.08,0.2235,0.115,0.043,0.055,6
3999,Infant,0.415,0.31,0.095,0.34,0.181,0.057,0.083,6
4000,Infant,0.455,0.35,0.135,0.5365,0.2855,0.0855,0.1325,7
4001,Infant,0.48,0.35,0.105,0.635,0.352,0.127,0.135,6
4002,Infant,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8
4003,Infant,0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,8
4004,Male,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10
4005,Female,0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,9
4006,Male,0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,9
4007,Female,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11
4008,Male,0.585,0.455,0.155,1.133,0.5515,0.223,0.305,12
4009,Male,0.61,0.49,0.16,1.146,0.597,0.246,0.265,8
4010,Male,0.61,0.475,0.15,1.142,0.62,0.237,0.245,9
4011,Male,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,9
4012,Female,0.62,0.465,0.14,1.011,0.479,0.2385,0.255,8
4013,Male,0.625,0.505,0.175,1.131,0.5425,0.2265,0.323,8
4014,Male,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10
4015,Male,0.635,0.48,0.145,1.181,0.665,0.229,0.225,10
4016,Female,0.64,0.525,0.175,1.382,0.646,0.3115,0.37,9
4017,Male,0.66,0.505,0.19,1.4385,0.6775,0.285,0.178,11
4018,Male,0.66,0.485,0.155,1.2275,0.61,0.274,0.3,8
4019,Male,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,10
4020,Female,0.68,0.55,0.175,1.473,0.713,0.282,0.4295,11
4021,Female,0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,10
4022,Male,0.72,0.545,0.195,1.7475,0.8215,0.383,0.4705,11
4023,Infant,0.275,0.2,0.07,0.096,0.037,0.0225,0.03,6
4024,Infant,0.33,0.245,0.065,0.1445,0.058,0.032,0.0505,6
4025,Infant,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7
4026,Infant,0.365,0.28,0.09,0.196,0.0865,0.036,0.0605,7
4027,Infant,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,6
4028,Infant,0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,8
4029,Infant,0.435,0.335,0.11,0.334,0.1355,0.0775,0.0965,7
4030,Infant,0.435,0.325,0.1,0.366,0.174,0.0725,0.109,7
4031,Infant,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,8
4032,Infant,0.485,0.365,0.09,0.651,0.3165,0.132,0.18,8
4033,Infant,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,10
4034,Male,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,7
4035,Infant,0.52,0.41,0.14,0.5995,0.242,0.1375,0.182,11
4036,Infant,0.54,0.42,0.14,0.74,0.3595,0.159,0.1985,8
4037,Infant,0.54,0.415,0.155,0.702,0.322,0.167,0.19,10
4038,Infant,0.55,0.445,0.125,0.672,0.288,0.1365,0.21,11
4039,Infant,0.56,0.44,0.155,0.811,0.3685,0.178,0.235,11
4040,Female,0.575,0.45,0.12,0.9585,0.447,0.169,0.275,12
4041,Infant,0.575,0.45,0.15,0.858,0.449,0.166,0.215,10
4042,Female,0.575,0.46,0.165,0.9575,0.4815,0.1945,0.236,10
4043,Female,0.58,0.46,0.135,0.926,0.4025,0.208,0.275,8
4044,Female,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,10
4045,Male,0.59,0.45,0.16,0.998,0.445,0.214,0.301,9
4046,Male,0.6,0.46,0.155,0.6655,0.285,0.149,0.269,11
4047,Male,0.62,0.485,0.145,1.003,0.4655,0.2195,0.28,11
4048,Female,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,13
4049,Male,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,9
4050,Male,0.625,0.495,0.175,1.2935,0.5805,0.317,0.355,9
4051,Male,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10
4052,Male,0.625,0.47,0.145,1.7855,0.675,0.247,0.3245,13
4053,Female,0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,10
4054,Female,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10
4055,Female,0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,9
4056,Male,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11
4057,Female,0.69,0.535,0.185,1.826,0.797,0.409,0.499,11
4058,Female,0.695,0.56,0.185,1.7715,0.8195,0.331,0.437,10
4059,Male,0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415,8
4060,Infant,0.545,0.405,0.13,0.658,0.327,0.1445,0.174,8
4061,Male,0.62,0.465,0.145,0.911,0.375,0.2145,0.278,10
